,0
X1,0.7396708876782725
X5,0.5893592271258032
X2,0.47075248757400967
X4,0.457480574923865
X8_2,0.2628815170583832
X8_3,0.2626004088275478
X8_1,0.25229434609518653
X8_5,0.2510038737487371
X8_4,0.24231801355453245
X3,0.18958475499980681
X6_5,0.1452091424888212
X6_3,0.13427227074161285
X6_4,0.13372573951913022
X7,0.12588587564720424
