,0
X1,0.9704323847844003
X5,0.6758376239609697
X2,0.62850065873262
X4,0.611331560388297
X8_3,0.269103381385814
X8_1,0.26781752340609843
X8_5,0.26672428660352143
X8_2,0.26090089862508703
X8_4,0.25330743316286436
X3,0.2314958855707858
X6_5,0.1743594040728102
X6_4,0.15874539484104744
X7,0.15496070484358174
X6_3,0.1545525909961074
