kenh,he_so_ridge_chuan_hoa,ty_trong_%,de_xuat_ngan_sach_vnd
TV,406.90245771296736,53.91954191578678,1078390838.3157356
Facebook,141.00529727673455,18.684922867249053,373698457.3449811
Google,206.73971280310732,27.395535216964163,547910704.3392833
